119,119,1.414214

119,120,1.000000

120,119,1.000000

120,120,0.000000

121,119,1.414214

122,119,2.236068

123,119,3.162278

124,119,4.123106

125,118,5.385165

125,119,5.099020

126,118,6.324555

127,118,7.280110

128,118,8.246211

129,118,9.219544

130,117,10.440307

130,118,10.198039

131,117,11.401754

131,118,11.180340

132,117,12.369317

133,117,13.341664

134,117,14.317821

135,117,15.297059

136,116,16.492423

136,117,16.278821

137,116,17.464249

138,116,18.439089

139,116,19.416488

140,116,20.396078

141,115,21.587033

141,116,21.377558

142,115,22.561028

142,116,22.360680

143,115,23.537205

144,115,24.515301

145,115,25.495098

146,115,26.476405

147,114,27.658633

147,115,27.459060

148,114,28.635642

149,114,29.614186

150,114,30.594117

151,114,31.575307

152,113,32.756679

152,114,32.557641

153,113,33.734256

153,114,33.541020

154,113,34.713110

155,113,35.693137

156,113,36.674242

157,113,37.656341

158,112,38.832976

158,113,38.639358

159,112,39.812058

160,112,40.792156

161,112,41.773197

162,112,42.755117

163,111,43.931765

163,112,43.737855

164,111,44.911023

164,112,44.721360

165,111,45.891176

166,111,46.872167

167,111,47.853944

168,111,48.836462

169,110,50.009999

169,111,49.819675

170,110,50.990195

171,110,51.971146

172,110,52.952809

173,110,53.935146

174,109,55.108983

174,110,54.918121

175,109,56.089215

175,110,55.901699

176,109,57.070132

177,109,58.051701

178,109,59.033889

179,109,60.016664

180,108,61.188234

180,109,61.000000

181,108,62.169124

182,108,63.150614

183,108,64.132675

184,108,65.115282

185,107,66.287254

185,108,66.098411

186,107,67.268120

186,108,67.082039

187,107,68.249542

188,107,69.231496

189,107,70.213959

190,107,71.196910

191,106,72.367120

191,107,72.180330

192,106,73.348483

193,106,74.330344

194,106,75.312682

195,106,76.295478

196,105,77.466122

196,106,77.278716

197,105,78.447435

197,106,78.262379

198,105,79.429214

199,105,80.411442

200,105,81.394103

201,105,82.377181

202,104,83.546394

202,105,83.360662

203,104,84.528102

204,104,85.510233

205,104,86.492774

206,104,87.475711

207,103,88.645361

207,104,88.459030

208,103,89.627005

208,104,89.442719

209,103,90.609050

210,103,91.591484

211,103,92.574294

212,103,93.557469

213,102,94.725920

213,103,94.540996

214,102,95.707889

215,102,96.690227

216,102,97.672924

217,102,98.655968

218,101,99.824847

218,102,99.639350

219,101,100.806746

219,102,100.623059

220,101,101.788997

221,101,102.771591

222,101,103.754518

223,101,104.737768

224,100,105.905618

224,101,105.721332

225,100,106.887792

226,100,107.870292

227,100,108.853112

228,100,109.836242

229,99,111.004504

229,100,110.819673

230,99,111.986606

230,100,111.803399

