120,120,0.000000
119,120,1.000000
120,119,1.000000
119,119,1.414214
118,119,2.236068
118,118,2.828427
117,118,3.605551
116,118,4.472136
116,117,5.000000
115,117,5.830952
114,117,6.708204
114,116,7.211103
113,116,8.062258
112,116,8.944272
112,115,9.433981
111,115,10.295630
111,114,10.816654
110,114,11.661904
109,114,12.529964
109,113,13.038405
108,113,13.892444
107,113,14.764823
107,112,15.264338
106,112,16.124515
105,112,17.000000
105,111,17.492856
104,111,18.357560
104,110,18.867962
103,110,19.723083
102,110,20.591260
102,109,21.095023
101,109,21.954498
100,109,22.825424
100,108,23.323808
99,108,24.186773
98,108,25.059928
98,107,25.553865
97,107,26.419690
97,106,26.925824
96,106,27.784888
95,106,28.653098
95,105,29.154759
94,105,30.016662
93,105,30.886890
93,104,31.384710
92,104,32.249031
91,104,33.120990
91,103,33.615473
90,103,34.481879
90,102,34.985711
89,102,35.846897
88,102,36.715120
88,101,37.215588
87,101,38.078866
86,101,38.948684
86,100,39.446166
85,100,40.311289
84,100,41.182521
84,99,41.677332
83,99,42.544095
82,99,43.416587
82,98,43.908997
81,98,44.777226
81,97,45.276926
80,97,46.141088
79,97,47.010637
79,96,47.507894
78,96,48.373546
77,96,49.244289
77,95,49.739320
76,95,50.606324
75,95,51.478151
75,94,51.971146
74,94,52.839379
74,93,53.338541
73,93,54.203321
72,93,55.072679
72,92,55.569776
71,92,56.435804
70,92,57.306195
70,91,57.801384
69,91,58.668561
68,91,59.539903
68,90,60.033324
67,90,60.901560
67,89,61.400326
66,89,62.265560
65,89,63.134776
65,88,63.631753
64,88,64.498062
63,88,65.368188
63,87,65.863495
62,87,66.730802
61,87,67.601775
61,86,68.095521
60,86,68.963759
60,85,69.462220
59,85,70.327804
58,85,71.196910
58,84,71.693793
57,84,72.560320
56,84,73.430239
56,83,73.925638
55,83,74.793048
54,83,75.663730
54,82,76.157731
53,82,77.025970
52,82,77.897368
52,81,78.390050
51,81,79.259069
51,80,79.755878
50,80,80.622577
49,80,81.492331
49,79,81.987804
48,79,82.855296
47,79,83.725743
47,78,84.219950
46,78,85.088190
45,78,85.959293
45,77,86.452299
44,77,87.321246
44,76,87.817994
43,76,88.684835
42,76,89.554453
42,75,90.049986
41,75,90.917545
40,75,91.787799
40,74,92.282176
39,74,93.150416
38,74,94.021274
38,73,94.514549
37,73,95.383437
37,72,95.880134
36,72,96.747093
35,72,97.616597
35,71,98.112181
34,71,98.979796
33,71,99.849887
33,70,100.344407
32,70,101.212647
31,70,102.083299
31,69,102.576800
30,69,103.445638
30,68,103.942292
29,68,104.809351
28,68,105.678759
28,67,106.174385
27,67,107.042048
26,67,107.912001
26,66,108.406642
25,66,109.274883
24,66,110.145359
24,65,110.639053
23,65,111.507847
23,64,112.004464
22,65,112.378824
22,64,112.871608
