11,93,112.294256

11,94,112.058021

12,93,111.323852

12,94,111.085553

13,94,110.113578

14,94,109.142109

15,94,108.171161

16,94,107.200746

16,95,106.962610

17,95,105.990566

18,95,105.019046

19,95,104.048066

20,95,103.077641

20,96,102.839681

21,96,101.867561

22,96,100.895986

23,96,99.924972

24,96,98.954535

24,97,98.716767

25,97,97.744565

26,97,96.772930

27,97,95.801879

28,97,94.831429

28,98,94.593869

29,98,93.621579

30,98,92.649879

31,98,91.678787

32,98,90.708324

32,99,90.470990

33,99,89.498603

34,99,88.526832

35,99,87.555697

36,99,86.585218

36,100,86.348133

37,100,85.375641

38,100,84.403791

39,100,83.432608

40,100,82.462113

41,100,81.492331

41,101,81.252692

42,101,80.280757

43,101,79.309520

44,101,78.339007

45,101,77.369245

45,102,77.129761

46,102,76.157731

47,102,75.186435

48,102,74.215901

49,102,73.246160

49,103,73.006849

50,103,72.034714

51,103,71.063352

52,103,70.092796

53,103,69.123079

53,104,68.883960

54,104,67.911707

55,104,66.940272

56,104,65.969690

57,104,65.000000

57,105,64.761099

58,105,63.788714

59,105,62.817195

60,105,61.846584

61,105,60.876925

61,106,60.638272

62,106,59.665736

63,106,58.694122

64,106,57.723479

65,106,56.753854

65,107,56.515485

66,106,55.785303

66,107,55.542776

67,107,54.571055

68,107,53.600373

69,107,52.630789

70,107,51.662365

70,108,51.419841

71,108,50.447993

72,108,49.477268

73,108,48.507731

74,108,47.539457

74,109,47.296934

75,109,46.324939

76,109,45.354162

77,109,44.384682

78,109,43.416587

78,110,43.174066

79,110,42.201896

80,110,41.231056

81,110,40.261644

82,110,39.293765

82,111,39.051248

83,111,38.078866

84,111,37.107951

85,111,36.138622

86,111,35.171011

86,112,34.928498

87,112,33.955854

88,112,32.984845

89,112,32.015621

90,112,31.048349

90,113,30.805844

91,113,29.832868

92,113,28.861739

93,113,27.892651

94,113,26.925824

95,113,25.961510

95,114,25.709920

96,114,24.738634

97,114,23.769729

98,114,22.803509

99,114,21.840330

99,115,21.587033

100,115,20.615528

101,115,19.646883

102,115,18.681542

103,115,17.720045

103,116,17.464249

104,116,16.492423

105,116,15.524175

106,116,14.560220

107,116,13.601471

107,117,13.341664

108,117,12.369317

109,117,11.401754

110,117,10.440307

111,117,9.486833

111,118,9.219544

112,118,8.246211

113,118,7.280110

114,118,6.324555

115,118,5.385165

115,119,5.099020

116,119,4.123106

117,119,3.162278

118,119,2.236068

119,119,1.414214

119,120,1.000000

120,119,1.000000

120,120,0.000000

